AGE,GENDER,RACE,RACE_14_TEXT,EDUCATION,INCOME,politics_1,politics_2,CRT_1,CRT_2,CRT_3,CRT_4,CRT_5,CRT_6,CRT_7,TEQ_1,TEQ_2,TEQ_3,TEQ_4,TEQ_5,TEQ_6,TEQ_7,TEQ_8,TEQ_9,TEQ_10,TEQ_11,TEQ_12,TEQ_13,TEQ_14,TEQ_15,TEQ_16,Openness_1,Openness_2,Openness_3,Openness_4,Openness_5,Openness_6,Openness_7,Openness_8,Openness_9,Openness_10,Openness_11,Openness_12,CMS_1,CMS_2,CMS_3,CMS_4,CMS_5,CMS_6,CMS_7,CMS_8,CMS_9,CMS_10,GAAIS_1,GAAIS_2,GAAIS_3,GAAIS_4,GAAIS_5,GAAIS_6,GAAIS_7,GAAIS_8,GAAIS_9,GAAIS_10,GAAIS_11,GAAIS_12,GAAIS_13,GAAIS_14,GAAIS_15,GAAIS_16,GAAIS_17,GAAIS_18,GAAIS_19,GAAIS_20,AnyaAI_1,AnyaAI_2,AnyaAI_3,AnyaAI_4,AnyaAI_5,AnyaAI_6,AnyaAI_7,AnyaAI_8,freq,value,sentience_4,like_AI_art,like_human_art,AIartpast,AIartpast_1_TEXT,familiarAI,perceptual,communicative,free_valueinart,Mancheck_1,X1_m_1,X1_m_2,X1_m_3,X1_m_4,X1_m_5,X1_m_6,X1_m_7,X1_m_8,X1_9_1,X1_9_2,X1_9_3,Mancheck_2,X2_m_1,X2_m_2,X2_m_3,X2_m_4,X2_m_5,X2_m_6,X2_m_7,X2_m_8,X2_9_1,X2_9_2,X2_9_3,Mancheck_3,X3_m_1,X3_m_2,X3_m_3,X3_m_4,X3_m_5,X3_m_6,X3_m_7,X3_m_8,X3_9_1,X3_9_2,X3_9_3,Mancheck_4,X4_m_1,X4_m_2,X4_m_3,X4_m_4,X4_m_5,X4_m_6,X4_m_7,X4_m_8,X4_9_1,X4_9_2,X4_9_3,Mancheck_5,X5_m_1,X5_m_2,X5_m_3,X5_m_4,X5_m_5,X5_m_6,X5_m_7,X5_m_8,X5_9_1,X5_9_2,X5_9_3,Mancheck_6,X6_m_1,X6_m_2,X6_m_3,X6_m_4,X6_m_5,X6_m_6,X6_m_7,X6_m_8,X6_9_1,X6_9_2,X6_9_3,Mancheck_7,X7_m_1,X7_m_2,X7_m_3,X7_m_4,X7_m_5,X7_m_6,X7_m_7,X7_m_8,X7_9_1,X7_9_2,X7_9_3,Mancheck_8,X8_m_1,X8_m_2,X8_m_3,X8_m_4,X8_m_5,X8_m_6,X8_m_7,X8_m_8,X8_9_1,X8_9_2,X8_9_3,Mancheck_9,X9_m_1,X9_m_2,X9_m_3,X9_m_4,X9_m_5,X9_m_6,X9_m_7,X9_m_8,X9_9_1,X9_9_2,X9_9_3,Mancheck_10,X10_m_1,X10_m_2,X10_m_3,X10_m_4,X10_m_5,X10_m_6,X10_m_7,X10_m_8,X10_9_1,X10_9_2,X10_9_3,Mancheck_11,X11_m_1,X11_m_2,X11_m_3,X11_m_4,X11_m_5,X11_m_6,X11_m_7,X11_m_8,X11_9_1,X11_9_2,X11_9_3,Mancheck_12,X12_m_1,X12_m_2,X12_m_3,X12_m_4,X12_m_5,X12_m_6,X12_m_7,X12_m_8,X12_9_1,X12_9_2,X12_9_3,Mancheck_13,X13_m_1,X13_m_2,X13_m_3,X13_m_4,X13_m_5,X13_m_6,X13_m_7,X13_m_8,X13_9_1,X13_9_2,X13_9_3,Mancheck_14,X14_m_1,X14_m_2,X14_m_3,X14_m_4,X14_m_5,X14_m_6,X14_m_7,X14_m_8,X14_9_1,X14_9_2,X14_9_3,Mancheck_15,X15_m_1,X15_m_2,X15_m_3,X15_m_4,X15_m_5,X15_m_6,X15_m_7,X15_m_8,X15_9_1,X15_9_2,X15_9_3,Mancheck_16,X16_m_1,X16_m_2,X16_m_3,X16_m_4,X16_m_5,X16_m_6,X16_m_7,X16_m_8,X16_9_1,X16_9_2,X16_9_3,Mancheck_17,X17_m_1,X17_m_2,X17_m_3,X17_m_4,X17_m_5,X17_m_6,X17_m_7,X17_m_8,X17_9_1,X17_9_2,X17_9_3,Mancheck_18,X18_m_1,X18_m_2,X18_m_3,X18_m_4,X18_m_5,X18_m_6,X18_m_7,X18_m_8,X18_9_1,X18_9_2,X18_9_3,Mancheck_19,X19_m_1,X19_m_2,X19_m_3,X19_m_4,X19_m_5,X19_m_6,X19_m_7,X19_m_8,X19_9_1,X19_9_2,X19_9_3,Mancheck_20,X20_m_1,X20_m_2,X20_m_3,X20_m_4,X20_m_5,X20_m_6,X20_m_7,X20_m_8,X20_9_1,X20_9_2,X20_9_3,Mancheck_21,X21_m_1,X21_m_2,X21_m_3,X21_m_4,X21_m_5,X21_m_6,X21_m_7,X21_m_8,X21_9_1,X21_9_2,X21_9_3,Mancheck_22,X22_m_1,X22_m_2,X22_m_3,X22_m_4,X22_m_5,X22_m_6,X22_m_7,X22_m_8,X22_9_1,X22_9_2,X22_9_3,Mancheck_23,X23_m_1,X23_m_2,X23_m_3,X23_m_4,X23_m_5,X23_m_6,X23_m_7,X23_m_8,X23_9_1,X23_9_2,X23_9_3,Mancheck_24,X24_m_1,X24_m_2,X24_m_3,X24_m_4,X24_m_5,X24_m_6,X24_m_7,X24_m_8,X24_9_1,X24_9_2,X24_9_3,Mancheck_25,X25_m_1,X25_m_2,X25_m_3,X25_m_4,X25_m_5,X25_m_6,X25_m_7,X25_m_8,X25_9_1,X25_9_2,X25_9_3,Mancheck_26,X26_m_1,X26_m_2,X26_m_3,X26_m_4,X26_m_5,X26_m_6,X26_m_7,X26_m_8,X26_9_1,X26_9_2,X26_9_3,Mancheck_27,X27_m_1,X27_m_2,X27_m_3,X27_m_4,X27_m_5,X27_m_6,X27_m_7,X27_m_8,X27_9_1,X27_9_2,X27_9_3,Mancheck_28,X28_m_1,X28_m_2,X28_m_3,X28_m_4,X28_m_5,X28_m_6,X28_m_7,X28_m_8,X28_9_1,X28_9_2,X28_9_3,Mancheck_29,X29_m_1,X29_m_2,X29_m_3,X29_m_4,X29_m_5,X29_m_6,X29_m_7,X29_m_8,X29_9_1,X29_9_2,X29_9_3,Mancheck_30,X30_m_1,X30_m_2,X30_m_3,X30_m_4,X30_m_5,X30_m_6,X30_m_7,X30_m_8,X30_9_1,X30_9_2,X30_9_3,birthyear,Random.ID,Response.Type,FL_61_DO,X1_DO,X2_DO,X3_DO,X4_DO,X5_DO,X6_DO,X7_DO,X8_DO,X9_DO,X10_DO,X11_DO,X12_DO,X13_DO,X14_DO,X15_DO,X16_DO,X17_DO,X18_DO,X19_DO,X20_DO,X21_DO,X22_DO,X23_DO,X24_DO,X25_DO,X26_DO,X27_DO,X28_DO,X29_DO,X30_DO
37,Male,1,,8,11,60,40,5,5,47,4,29,20,3,2,3,4,3,4,2,2,4,3,4,3,2,4,1,1,5,3,5,5,1,1,1,1,3,5,1,5,5,3,2,3,2,4,3,3,2,3,3,2,2,3,2,2,4,1,2,1,2,1,1,2,3,2,2,2,1,2,3,4,4,1,3,3,1,1,3,1,1,,2,4,2,,4,4,5,"I value the way that it condenses and alludes to a multitude of symbols in order to communicate something new about several things. Art is multifaceted and often has structures and forms that goes beyond the artist's original intent, and is therefore a source of continual contemplation and consideration. At least, this is true if the art is good.",2,1,3,1,2,1,1,1,1,0,0,30,2,1,2,1,2,1,1,1,1,0,0,30,1,1,3,1,2,1,1,1,1,60,0,0,1,3,4,4,4,2,3,2,4,60,0,0,1,2,3,2,2,1,2,1,4,60,0,0,2,2,3,1,3,1,1,1,1,0,0,30,1,1,2,1,1,1,2,1,4,60,0,0,2,3,2,1,2,1,1,1,1,0,0,30,1,1,3,1,1,1,1,1,4,60,0,0,2,1,4,1,2,1,1,1,1,0,0,30,1,1,3,2,2,1,1,1,4,60,0,0,2,1,3,1,2,1,1,1,1,0,0,30,1,2,3,2,2,2,2,1,1,60,0,0,1,2,2,2,4,1,1,1,2,60,0,0,1,4,3,4,4,3,4,2,4,60,0,0,2,2,4,2,3,1,2,1,1,0,0,30,1,2,3,1,2,1,1,1,4,60,0,0,1,1,3,2,2,1,2,1,4,60,0,0,2,1,3,1,2,1,2,1,1,0,0,30,2,1,1,1,2,1,1,1,1,0,0,30,1,2,3,1,2,1,1,1,4,60,0,0,1,2,3,2,3,3,2,2,4,60,0,0,1,1,3,1,2,1,1,1,4,60,0,0,2,2,4,1,3,1,1,1,1,0,0,30,2,2,4,1,3,1,2,1,1,0,0,30,1,1,2,1,2,1,1,1,4,60,0,0,1,1,3,1,2,1,2,1,4,60,0,0,1,3,2,4,4,1,3,2,4,60,0,0,2,2,3,2,3,1,2,1,1,0,0,30,1,3,4,2,2,2,3,1,4,60,0,0,1985,30708,,22|24|6|26|13|3|16|25|14|2|15|30|11|12|1|29|20|21|23|4|19|7|5|28|10|9|8|27|18|17,1.AI|1|Mancheck_1|1_m|1_9,2AI|2|Mancheck_2|2_m|2_9,3Human|3|Mancheck_3|3_m|3_9,4.Human|4|Mancheck_4|4_m|4_9,5Human|5|Mancheck_5|5_m|5_9,6AI|6|Mancheck_6|6_m|6_9,7Human|7|Mancheck_7|7_m|7_9,8AI|8|Mancheck_8|8_m|8_9,9Human|9|Mancheck_9|9_m|9_9,10AI|10|Mancheck_10|10_m|10_9,11Human|11|Mancheck_11|11_m|11_9,12AI|12|Mancheck_12|12_m|12_9,13Human|13|Mancheck_13|13_m|13_9,14Human|14|Mancheck_14|14_m|14_9,15Human|15|Mancheck_15|15_m|15_9,16AI|16|Mancheck_16|16_m|16_9,17Human|17|Mancheck_17|17_m|17_9,18Human|18|Mancheck_18|18_m|18_9,19AI|19|Mancheck_19|19_m|19_9,20AI|20|Mancheck_20|20_m|20_9,21Human|21|Mancheck_21|21_m|21_9,22Human|22|Mancheck_22|22_m|22_9,23Human|23|Mancheck_23|23_m|23_9,24AI|24|Mancheck_24|24_m|24_9,25AI|25|Mancheck_25|25_m|25_9,26Human|26|Mancheck_26|26_m|26_9,27Human|27|Mancheck_27|27_m|27_9,28Human|28|Mancheck_28|28_m|28_9,29AI|29|Mancheck_29|29_m|29_9,30Human|30|Mancheck_30|30_m|30_9
54,female,2,,2,2,83,83,0.1,100,24,3,7,100,2,5,3,5,4,5,5,1,5,4,1,5,1,5,1,1,5,5,5,5,1,1,5,1,5,5,1,5,3,5,3,5,1,5,1,5,1,5,4,4,5,3,3,5,3,5,1,1,1,4,5,3,5,1,4,5,4,1,5,5,5,5,5,4,4,5,4,4,6,75,5,5,2,,2,5,5,The values are when they use so many different shades together and the more shades in a image .space color and shapes sizes ect.,1,5,5,5,5,5,5,5,5,5,420,7200,2,4,4,5,4,5,5,5,5,2,48,2880,2,5,5,4,5,5,5,5,5,1,2,60,2,4,4,4,4,4,4,4,4,1,24,1440,1,5,5,5,5,5,5,5,5,2,48,2880,2,5,5,5,5,5,5,5,5,3,72,4320,2,5,5,5,5,5,5,5,5,5,120,7200,1,5,5,5,5,5,5,5,5,5,120,7200,2,5,5,5,5,5,5,5,5,6,144,8640,1,5,5,5,5,5,5,5,5,5,120,7200,1,5,5,5,5,5,5,5,5,10,240,14400,2,5,5,5,5,5,5,5,5,1,3,70,1,5,5,5,5,5,5,5,5,10,240,14400,1,5,5,5,5,5,5,5,5,10,240,14400,1,5,5,5,5,5,5,5,5,10,124,14400,1,5,5,5,5,5,5,5,5,15,360,21600,2,5,5,4,5,5,5,5,5,1,1,30,1,5,5,5,5,5,5,5,5,5,120,7200,2,5,5,5,5,5,5,5,5,2,48,2880,1,4,3,3,4,5,4,5,5,1,3,5,2,5,5,5,5,5,5,5,5,3,5,10,1,4,4,4,4,4,4,4,4,4,96,5750,1,5,5,5,5,5,5,5,5,10,240,14400,1,5,5,5,5,5,5,5,5,5,120,7200,1,5,5,5,5,5,5,5,5,3,72,4020,2,5,5,5,5,5,5,5,5,10,240,14400,1,5,5,5,5,5,5,5,5,7,168,1080,1,5,5,5,5,5,5,5,5,14,336,20160,1,4,4,4,4,4,4,4,4,30,730,430800,1,5,5,5,5,5,5,5,5,5,120,7200,1967,42192,,20|17|3|12|21|28|9|27|29|10|18|26|23|11|24|25|4|1|7|19|13|16|30|14|15|6|8|22|5|2,1Human|1|Mancheck_1|1_m|1_9,2AI|2|Mancheck_2|2_m|2_9,3AI|3|Mancheck_3|3_m|3_9,4.AI|4|Mancheck_4|4_m|4_9,5Human|5|Mancheck_5|5_m|5_9,6AI|6|Mancheck_6|6_m|6_9,7AI|7|Mancheck_7|7_m|7_9,8Human|8|Mancheck_8|8_m|8_9,9AI|9|Mancheck_9|9_m|9_9,10Human|10|Mancheck_10|10_m|10_9,11Human|11|Mancheck_11|11_m|11_9,12AI|12|Mancheck_12|12_m|12_9,13Human|13|Mancheck_13|13_m|13_9,14Human|14|Mancheck_14|14_m|14_9,15Human|15|Mancheck_15|15_m|15_9,16Human|16|Mancheck_16|16_m|16_9,17AI|17|Mancheck_17|17_m|17_9,18Human|18|Mancheck_18|18_m|18_9,19AI|19|Mancheck_19|19_m|19_9,20Human|20|Mancheck_20|20_m|20_9,21AI|21|Mancheck_21|21_m|21_9,22Human|22|Mancheck_22|22_m|22_9,23Human|23|Mancheck_23|23_m|23_9,24Human|24|Mancheck_24|24_m|24_9,25Human|25|Mancheck_25|25_m|25_9,26AI|26|Mancheck_26|26_m|26_9,27Human|27|Mancheck_27|27_m|27_9,28Human|28|Mancheck_28|28_m|28_9,29Human|29|Mancheck_29|29_m|29_9,30AI|30|Mancheck_30|30_m|30_9
26,Male,1,,6,11,50,50,0.05,100,24,9,30,10,3,2,3,3,2,2,2,3,3,4,2,2,3,2,3,3,2,3,4,2,4,5,4,3,2,4,3,4,2,3,3,4,2,2,4,4,2,3,4,4,4,2,4,4,2,5,2,2,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,53,4,4,2,,2,4,4,"The colors, shading, and time the artist spends on it. 
I like to watch them as they are painting or constructing the model or figure. 
Let me attempt to predict what they are doing. 
",2,4,4,4,5,5,4,5,4,20,0,0,1,4,4,3,4,5,4,4,3,20,0,0,2,4,4,5,4,4,5,4,3,10,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,3,4,3,3,4,4,3,3,10,0,0,2,4,4,3,5,3,4,2,4,21,0,0,2,5,4,4,5,5,4,5,4,10,0,0,1,4,5,4,4,3,4,4,4,20,0,0,2,3,4,3,2,2,1,2,2,1,0,0,2,5,4,4,4,5,5,5,4,20,0,0,2,5,5,5,5,5,5,5,5,15,0,0,2,5,5,5,5,5,5,5,5,10,0,0,2,5,5,5,5,5,4,5,5,10,0,0,1,3,3,2,2,1,2,2,1,10,0,0,1,4,3,4,4,4,4,4,4,31,0,0,1,1,2,2,1,2,2,2,2,10,0,0,2,4,4,5,2,2,2,3,2,10,0,0,1,4,4,4,3,4,4,5,5,31,0,0,1,4,5,5,5,5,5,4,3,25,0,0,1,3,3,2,3,2,2,2,2,11,0,0,1,4,4,3,4,3,3,3,4,1,0,0,1,4,4,5,5,4,3,4,4,20,0,0,2,3,3,3,4,3,4,4,3,10,0,0,2,4,5,4,4,3,3,3,4,10,0,0,1,4,4,4,5,4,4,3,4,10,0,0,2,5,5,5,5,5,5,5,5,10,0,0,2,5,5,5,5,5,5,5,5,20,0,0,1,3,2,3,1,3,2,3,3,5,0,0,1,3,4,4,3,2,3,3,4,10,0,0,1,4,4,4,5,3,3,4,4,31,0,0,1996,67648,,21|30|23|6|15|8|18|24|26|13|7|20|12|27|28|25|3|29|19|1|22|2|17|9|11|16|10|14|5|4,1.AI|1|Mancheck_1|1_m|1_9,2Human|2|Mancheck_2|2_m|2_9,3Human|3|Mancheck_3|3_m|3_9,4.AI|4|Mancheck_4|4_m|4_9,5AI|5|Mancheck_5|5_m|5_9,6Human|6|Mancheck_6|6_m|6_9,7Human|7|Mancheck_7|7_m|7_9,8Human|8|Mancheck_8|8_m|8_9,9Human|9|Mancheck_9|9_m|9_9,10AI|10|Mancheck_10|10_m|10_9,11Human|11|Mancheck_11|11_m|11_9,12Human|12|Mancheck_12|12_m|12_9,13AI|13|Mancheck_13|13_m|13_9,14AI|14|Mancheck_14|14_m|14_9,15Human|15|Mancheck_15|15_m|15_9,16Human|16|Mancheck_16|16_m|16_9,17Human|17|Mancheck_17|17_m|17_9,18AI|18|Mancheck_18|18_m|18_9,19Human|19|Mancheck_19|19_m|19_9,20Human|20|Mancheck_20|20_m|20_9,21Human|21|Mancheck_21|21_m|21_9,22Human|22|Mancheck_22|22_m|22_9,23Human|23|Mancheck_23|23_m|23_9,24AI|24|Mancheck_24|24_m|24_9,25AI|25|Mancheck_25|25_m|25_9,26AI|26|Mancheck_26|26_m|26_9,27AI|27|Mancheck_27|27_m|27_9,28Human|28|Mancheck_28|28_m|28_9,29Human|29|Mancheck_29|29_m|29_9,30AI|30|Mancheck_30|30_m|30_9
30,female,1,,5,12,0,0,5,5,47,4,30,20,3,4,1,5,1,5,4,1,4,4,1,1,1,5,1,1,4,4,4,4,3,2,2,2,5,3,2,4,3,4,1,5,1,5,1,5,1,5,2,3,4,3,4,4,2,3,1,1,2,4,3,2,4,1,2,4,3,3,2,1,3,1,5,2,2,1,2,4,5,,4,5,2,,3,4,5,"I value art that tells a story. Something that lets me look at it and envision an entire world with characters and situations in my mind. If there are characters or something to focus on that my imagination can expand upon that's great. Art of events, like dances or gatherings, that let you imagine what it would be like to attend are some of my favorites.",1,4,5,1,3,1,5,2,5,11,0,0,2,1,1,1,2,1,2,1,1,0,0,10,1,5,5,3,4,2,5,3,5,3,0,0,2,1,2,1,1,1,1,1,1,0,0,5,2,5,5,1,4,2,5,3,1,0,0,10,2,3,4,1,3,1,1,1,1,0,0,10,1,5,5,2,3,2,5,3,5,10,0,0,2,2,2,1,1,1,1,1,1,0,0,10,1,3,4,3,3,1,4,2,5,1,0,0,2,4,3,3,2,1,3,1,1,0,0,10,1,4,5,2,2,1,5,2,5,0,12,0,2,4,5,1,4,2,5,2,1,0,0,10,2,5,4,2,3,2,5,2,1,0,0,10,1,1,1,3,2,1,2,1,5,0,14,0,1,1,1,2,2,1,1,1,4,1,0,0,2,2,3,1,2,1,2,1,1,0,0,10,1,4,4,1,3,2,4,2,5,0,15,0,2,5,5,1,3,1,5,2,1,0,0,10,1,4,4,3,2,2,4,2,4,0,5,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,2,1,2,1,1,1,4,0,6,0,1,1,1,2,2,1,1,1,4,0,3,0,2,1,1,1,1,1,1,1,1,0,0,5,1,3,4,2,2,1,1,1,4,0,7,0,1,1,1,1,2,1,1,1,5,4,0,0,1,5,5,2,3,2,5,2,5,8,0,0,2,5,5,2,5,3,5,3,1,0,0,10,2,2,2,1,1,1,2,1,1,0,0,10,1,2,2,2,3,1,2,1,4,0,8,0,1,3,4,1,3,1,4,2,5,5,0,0,1992,28038,,10|19|20|13|23|4|24|9|17|8|18|11|5|28|3|7|14|15|2|26|12|30|25|1|22|29|16|27|21|6,1Human|1|Mancheck_1|1_m|1_9,2AI|2|Mancheck_2|2_m|2_9,3Human|3|Mancheck_3|3_m|3_9,4.AI|4|Mancheck_4|4_m|4_9,5AI|5|Mancheck_5|5_m|5_9,6AI|6|Mancheck_6|6_m|6_9,7Human|7|Mancheck_7|7_m|7_9,8AI|8|Mancheck_8|8_m|8_9,9Human|9|Mancheck_9|9_m|9_9,10AI|10|Mancheck_10|10_m|10_9,11Human|11|Mancheck_11|11_m|11_9,12AI|12|Mancheck_12|12_m|12_9,13AI|13|Mancheck_13|13_m|13_9,14Human|14|Mancheck_14|14_m|14_9,15Human|15|Mancheck_15|15_m|15_9,16AI|16|Mancheck_16|16_m|16_9,17Human|17|Mancheck_17|17_m|17_9,18AI|18|Mancheck_18|18_m|18_9,19Human|19|Mancheck_19|19_m|19_9,20Human|20|Mancheck_20|20_m|20_9,21Human|21|Mancheck_21|21_m|21_9,22Human|22|Mancheck_22|22_m|22_9,23AI|23|Mancheck_23|23_m|23_9,24Human|24|Mancheck_24|24_m|24_9,25Human|25|Mancheck_25|25_m|25_9,26Human|26|Mancheck_26|26_m|26_9,27AI|27|Mancheck_27|27_m|27_9,28AI|28|Mancheck_28|28_m|28_9,29Human|29|Mancheck_29|29_m|29_9,30Human|30|Mancheck_30|30_m|30_9
50,womAN,"1,3",,4,3,20,10,10,5,24,4,30,10,3,3,3,5,2,5,3,2,5,4,2,2,1,4,2,1,5,4,5,5,1,1,1,1,3,4,2,5,5,4,3,4,1,5,4,1,3,3,3,3,5,3,3,5,3,2,3,2,5,5,5,1,5,2,3,4,3,4,5,3,3,1,4,5,5,3,4,3,3,71,2,5,2,,3,4,5,"I like the randomness of different shapes and colors, and yet despite being random there is still often a pattern to be found if you look hard enouhj.",1,4,3,3,1,1,5,3,3,6,4,0,2,2,1,3,2,1,4,2,1,0,5,5,2,4,4,3,3,4,5,4,3,1,1,5,1,4,5,4,4,4,5,4,3,2,5,5,1,5,4,5,3,4,4,5,2,0,12,15,1,4,4,5,3,2,4,4,5,6,2,10,2,5,5,4,3,2,3,2,3,1,4,10,1,4,2,4,3,2,5,1,4,6,7,45,1,1,1,2,1,1,3,1,4,7,10,45,2,2,4,3,2,4,4,2,2,0,2,0,2,3,2,4,4,2,5,2,2,1,1,10,1,5,5,5,3,4,5,4,2,7,10,5,1,5,5,4,3,4,5,3,3,2,1,0,1,2,1,3,2,3,4,4,3,6,5,15,2,5,4,3,2,1,5,3,3,4,1,0,1,1,2,1,1,1,3,2,2,3,2,50,2,2,3,4,2,1,4,1,4,7,2,10,1,4,3,1,2,1,2,4,2,2,0,40,1,5,4,3,3,4,5,5,3,4,4,10,1,4,3,4,2,3,4,4,2,0,3,15,1,4,3,4,2,1,4,3,2,2,3,5,2,4,2,4,2,1,4,1,2,3,5,5,1,4,5,5,2,2,3,4,4,3,4,30,2,4,2,1,1,1,2,2,2,12,2,45,1,3,2,1,2,3,5,2,4,4,6,0,1,5,5,5,3,4,3,4,4,2,6,5,2,4,5,4,3,3,4,5,3,2,3,45,2,4,3,3,4,1,4,1,2,4,3,15,2,1,2,1,1,1,4,2,3,1,8,25,1,3,2,3,3,2,3,1,3,2,3,12,1972,73382,,26|6|5|14|7|9|20|10|12|23|3|30|29|21|24|17|19|4|2|27|25|15|16|8|13|18|1|22|28|11,1Human|1|Mancheck_1|1_m|1_9,2AI|2|Mancheck_2|2_m|2_9,3AI|3|Mancheck_3|3_m|3_9,4.Human|4|Mancheck_4|4_m|4_9,5Human|5|Mancheck_5|5_m|5_9,6Human|6|Mancheck_6|6_m|6_9,7AI|7|Mancheck_7|7_m|7_9,8Human|8|Mancheck_8|8_m|8_9,9Human|9|Mancheck_9|9_m|9_9,10AI|10|Mancheck_10|10_m|10_9,11AI|11|Mancheck_11|11_m|11_9,12Human|12|Mancheck_12|12_m|12_9,13Human|13|Mancheck_13|13_m|13_9,14Human|14|Mancheck_14|14_m|14_9,15AI|15|Mancheck_15|15_m|15_9,16Human|16|Mancheck_16|16_m|16_9,17AI|17|Mancheck_17|17_m|17_9,18Human|18|Mancheck_18|18_m|18_9,19Human|19|Mancheck_19|19_m|19_9,20Human|20|Mancheck_20|20_m|20_9,21Human|21|Mancheck_21|21_m|21_9,22AI|22|Mancheck_22|22_m|22_9,23Human|23|Mancheck_23|23_m|23_9,24AI|24|Mancheck_24|24_m|24_9,25Human|25|Mancheck_25|25_m|25_9,26Human|26|Mancheck_26|26_m|26_9,27AI|27|Mancheck_27|27_m|27_9,28AI|28|Mancheck_28|28_m|28_9,29AI|29|Mancheck_29|29_m|29_9,30Human|30|Mancheck_30|30_m|30_9
29,woman,1,,5,4,57,63,10,100,47,4,29,10,3,5,3,4,1,5,4,2,4,5,3,1,1,4,1,2,5,4,5,4,2,3,3,2,4,2,2,4,4,5,2,4,2,5,4,5,1,5,4,5,4,3,4,4,2,5,3,3,3,4,4,4,5,2,5,4,4,2,3,1,5,1,5,4,2,1,3,3,3,72,3,4,2,,3,4,4,I like when the artist conveys a story from their life and show movement in the painting or art from that. ,2,4,5,4,3,4,5,2,1,0,0,10,2,3,2,3,1,2,2,2,1,0,0,2,1,5,5,5,5,5,5,5,5,20,5,45,1,3,2,2,2,1,3,2,4,3,2,45,1,5,5,5,5,4,5,4,5,16,22,45,1,4,5,5,3,3,3,3,4,5,13,30,1,5,5,5,5,5,5,5,5,21,15,0,1,3,3,2,2,1,3,2,3,5,7,45,2,5,5,5,3,5,5,5,2,0,1,0,1,5,5,4,3,5,5,5,5,6,6,30,1,3,3,4,3,2,2,2,4,5,3,0,2,5,5,4,3,2,3,2,1,0,0,4,1,5,5,5,5,5,5,5,5,25,14,30,2,2,2,2,2,1,2,1,2,0,0,3,2,5,5,3,2,2,3,2,2,0,0,10,2,3,4,2,2,2,2,1,1,0,0,5,1,3,3,2,2,1,2,2,2,5,8,0,1,5,5,5,4,5,5,3,5,19,20,23,2,4,3,3,1,2,2,1,1,0,0,5,2,3,4,2,2,2,2,2,1,0,0,4,1,2,4,2,2,1,1,1,1,0,2,0,1,2,2,1,2,2,2,1,2,2,3,0,1,5,5,5,4,4,4,4,5,10,6,0,1,5,5,5,4,5,5,4,4,11,4,0,1,3,4,3,2,3,3,1,3,3,10,30,1,4,3,3,3,2,2,2,3,5,5,30,1,5,5,5,4,5,5,5,5,12,14,30,2,2,2,1,2,1,2,1,2,0,0,10,1,3,4,3,2,4,4,1,3,0,23,45,1,3,2,2,2,1,2,1,2,0,20,45,1993,35914,,26|21|23|17|24|3|22|7|2|19|12|11|13|28|20|16|14|6|5|4|8|15|9|18|1|10|27|30|25|29,1.AI|1|Mancheck_1|1_m|1_9,2AI|2|Mancheck_2|2_m|2_9,3Human|3|Mancheck_3|3_m|3_9,4.Human|4|Mancheck_4|4_m|4_9,5Human|5|Mancheck_5|5_m|5_9,6Human|6|Mancheck_6|6_m|6_9,7Human|7|Mancheck_7|7_m|7_9,8Human|8|Mancheck_8|8_m|8_9,9AI|9|Mancheck_9|9_m|9_9,10Human|10|Mancheck_10|10_m|10_9,11Human|11|Mancheck_11|11_m|11_9,12AI|12|Mancheck_12|12_m|12_9,13Human|13|Mancheck_13|13_m|13_9,14AI|14|Mancheck_14|14_m|14_9,15AI|15|Mancheck_15|15_m|15_9,16AI|16|Mancheck_16|16_m|16_9,17Human|17|Mancheck_17|17_m|17_9,18Human|18|Mancheck_18|18_m|18_9,19AI|19|Mancheck_19|19_m|19_9,20AI|20|Mancheck_20|20_m|20_9,21Human|21|Mancheck_21|21_m|21_9,22Human|22|Mancheck_22|22_m|22_9,23Human|23|Mancheck_23|23_m|23_9,24Human|24|Mancheck_24|24_m|24_9,25Human|25|Mancheck_25|25_m|25_9,26Human|26|Mancheck_26|26_m|26_9,27Human|27|Mancheck_27|27_m|27_9,28AI|28|Mancheck_28|28_m|28_9,29Human|29|Mancheck_29|29_m|29_9,30Human|30|Mancheck_30|30_m|30_9
